t (s)	ag  (m/s^2)
24.305	0.0074
24.31	0.0039
24.315	0.0057
24.32	0.0087
24.325	0.0022
24.33	0.003
24.335	0.009
24.34	0.0098
24.345	0.0098
24.35	0.0099
24.355	0.0076
24.36	-0.0004
24.365	-0.0002
24.37	0.0026
24.375	-0.0015
24.38	-0.005
24.385	-0.002
24.39	0
24.395	-0.0035
24.4	0.0013
24.405	0.0041
24.41	0.001
24.415	0.0016
24.42	0.0015
24.425	-0.0002
24.43	-0.004
24.435	-0.0065
24.44	-0.0045
24.445	-0.0018
24.45	-0.0006
24.455	0.0035
24.46	0.0066
24.465	0.0031
24.47	0.0002
24.475	-0.0025
24.48	-0.0042
24.485	-0.0072
24.49	-0.007
24.495	-0.0021
24.5	-0.0088
24.505	-0.0126
24.51	-0.0102
24.515	-0.0165
24.52	-0.0253
24.525	-0.0309
24.53	-0.0359
24.535	-0.0467
24.54	-0.0536
24.545	-0.0532
24.55	-0.0583
24.555	-0.0558
24.56	-0.046
24.565	-0.0517
24.57	-0.0538
24.575	-0.047
24.58	-0.0471
24.585	-0.0483
24.59	-0.0485
24.595	-0.0451
24.6	-0.045
24.605	-0.0444
24.61	-0.035
24.615	-0.0195
24.62	-0.0049
24.625	0.0008
24.63	0.0071
24.635	0.0081
24.64	-0.0029
24.645	-0.012
24.65	-0.0205
24.655	-0.0374
24.66	-0.0576
24.665	-0.0682
24.67	-0.0805
24.675	-0.1011
24.68	-0.1146
24.685	-0.1228
24.69	-0.1294
24.695	-0.1378
24.7	-0.1409
24.705	-0.1401
24.71	-0.1472
24.715	-0.1497
24.72	-0.148
24.725	-0.1475
24.73	-0.1454
24.735	-0.1402
24.74	-0.1338
24.745	-0.1324
24.75	-0.1273
24.755	-0.117
24.76	-0.1126
24.765	-0.1096
24.77	-0.0992
24.775	-0.0925
24.78	-0.0903
24.785	-0.0821
24.79	-0.0727
24.795	-0.0656
24.8	-0.0596
24.805	-0.056
24.81	-0.0578
24.815	-0.0618
24.82	-0.0627
24.825	-0.0585
24.83	-0.0528
24.835	-0.0471
24.84	-0.0383
24.845	-0.0303
24.85	-0.0272
24.855	-0.0255
24.86	-0.0211
24.865	-0.0173
24.87	-0.0163
24.875	-0.011
24.88	-0.0085
24.885	-0.0088
24.89	0.0025
24.895	0.016
24.9	0.0238
24.905	0.0324
24.91	0.0521
24.915	0.0706
24.92	0.0768
24.925	0.0936
24.93	0.114
24.935	0.1263
24.94	0.1414
24.945	0.1586
24.95	0.1674
24.955	0.1742
24.96	0.1867
24.965	0.1934
24.97	0.1939
24.975	0.1988
24.98	0.2022
24.985	0.199
24.99	0.2029
24.995	0.2113
25	0.2149
25.005	0.2214
25.01	0.2272
25.015	0.2327
25.02	0.2383
25.025	0.2381
25.03	0.2409
25.035	0.2471
25.04	0.2523
25.045	0.2587
25.05	0.2659
25.055	0.2715
25.06	0.2792
25.065	0.2887
25.07	0.2954
25.075	0.301
25.08	0.3077
25.085	0.3155
25.09	0.3171
25.095	0.314
25.1	0.3142
25.105	0.3134
25.11	0.3081
25.115	0.2997
25.12	0.298
25.125	0.2983
25.13	0.289
25.135	0.2856
25.14	0.288
25.145	0.2866
25.15	0.2802
25.155	0.2732
25.16	0.2682
25.165	0.2677
25.17	0.2738
25.175	0.2753
25.18	0.2647
25.185	0.26
25.19	0.2672
25.195	0.2615
25.2	0.2573
25.205	0.2608
25.21	0.2625
25.215	0.2669
25.22	0.2716
25.225	0.2784
25.23	0.2824
25.235	0.2841
25.24	0.2887
25.245	0.2911
25.25	0.2905
25.255	0.2918
25.26	0.2933
25.265	0.2924
25.27	0.288
25.275	0.2842
25.28	0.2825
25.285	0.2776
25.29	0.2697
25.295	0.2662
25.3	0.2622
25.305	0.2536
25.31	0.249
25.315	0.243
25.32	0.2314
25.325	0.218
25.33	0.2041
25.335	0.1813
25.34	0.1551
25.345	0.1407
25.35	0.1297
25.355	0.1164
25.36	0.1087
25.365	0.1094
25.37	0.1017
25.375	0.0892
25.38	0.0877
25.385	0.0809
25.39	0.0675
25.395	0.0622
25.4	0.0558
25.405	0.0447
25.41	0.0382
25.415	0.0338
25.42	0.0306
25.425	0.0263
25.43	0.0199
25.435	0.0154
25.44	0.0081
25.445	0.0013
25.45	0.0036
25.455	0.0048
25.46	0.0007
25.465	0.0007
25.47	-0.003
25.475	-0.0155
25.48	-0.0266
25.485	-0.0336
25.49	-0.0396
25.495	-0.0425
25.5	-0.0448
25.505	-0.0452
25.51	-0.0409
25.515	-0.0396
25.52	-0.0398
25.525	-0.0374
25.53	-0.0368
25.535	-0.0396
25.54	-0.0423
25.545	-0.0506
25.55	-0.0618
25.555	-0.0628
25.56	-0.0568
25.565	-0.0576
25.57	-0.0581
25.575	-0.0492
25.58	-0.0513
25.585	-0.058
25.59	-0.0547
25.595	-0.0538
25.6	-0.0582
25.605	-0.0572
25.61	-0.0561
25.615	-0.059
25.62	-0.0582
25.625	-0.0552
25.63	-0.0533
25.635	-0.0568
25.64	-0.0547
25.645	-0.0514
25.65	-0.0559
25.655	-0.0542
25.66	-0.0527
25.665	-0.0542
25.67	-0.0569
25.675	-0.0575
25.68	-0.0569
25.685	-0.0615
25.69	-0.0624
25.695	-0.0601
25.7	-0.0583
25.705	-0.0568
25.71	-0.0579
25.715	-0.0589
25.72	-0.0595
25.725	-0.0639
25.73	-0.0682
25.735	-0.0654
25.74	-0.0683
25.745	-0.0744
25.75	-0.0682
25.755	-0.0724
25.76	-0.0821
25.765	-0.0804
25.77	-0.0847
25.775	-0.0932
25.78	-0.0982
25.785	-0.0976
25.79	-0.1051
25.795	-0.1187
25.8	-0.1227
25.805	-0.1285
25.81	-0.1341
25.815	-0.1327
25.82	-0.1269
25.825	-0.125
25.83	-0.1262
25.835	-0.1208
25.84	-0.1222
25.845	-0.1301
25.85	-0.1294
25.855	-0.1315
25.86	-0.1399
25.865	-0.143
25.87	-0.139
25.875	-0.1385
25.88	-0.1433
25.885	-0.1461
25.89	-0.1502
25.895	-0.1549
25.9	-0.1602
25.905	-0.1649
25.91	-0.1641
25.915	-0.1692
25.92	-0.1743
25.925	-0.1718
25.93	-0.1728
25.935	-0.1762
25.94	-0.1782
25.945	-0.1793
25.95	-0.183
25.955	-0.1899
25.96	-0.1876
25.965	-0.1832
25.97	-0.1839
25.975	-0.1815
25.98	-0.1744
25.985	-0.1628
25.99	-0.1424
25.995	-0.1091
26	-0.081
26.005	-0.0606
26.01	-0.0411
26.015	-0.0331
26.02	-0.0507
26.025	-0.0804
26.03	-0.0965
26.035	-0.1106
26.04	-0.1141
26.045	-0.0979
26.05	-0.0774
26.055	-0.0556
26.06	-0.0273
26.065	0.0046
26.07	0.0262
26.075	0.0409
26.08	0.0569
26.085	0.072
26.09	0.0834
26.095	0.09
26.1	0.0982
26.105	0.1072
26.11	0.1131
26.115	0.1251
26.12	0.142
26.125	0.1593
26.13	0.1762
26.135	0.1937
26.14	0.2116
26.145	0.2271
26.15	0.246
26.155	0.2651
26.16	0.2801
26.165	0.2961
26.17	0.3186
26.175	0.3302
26.18	0.3349
26.185	0.3474
26.19	0.3564
26.195	0.3574
26.2	0.3604
26.205	0.3713
26.21	0.3742
26.215	0.3762
26.22	0.3868
26.225	0.391
26.23	0.3884
26.235	0.3915
26.24	0.3888
26.245	0.3738
26.25	0.3691
26.255	0.3665
26.26	0.3566
26.265	0.3474
26.27	0.3416
26.275	0.3379
26.28	0.3292
26.285	0.3243
26.29	0.3287
26.295	0.3335
26.3	0.3356
26.305	0.3393
26.31	0.3454
26.315	0.3471
26.32	0.3487
26.325	0.3514
26.33	0.3507
26.335	0.3511
26.34	0.3525
26.345	0.3515
26.35	0.3493
26.355	0.3489
26.36	0.3474
26.365	0.3415
26.37	0.3365
26.375	0.3298
26.38	0.3194
26.385	0.3116
26.39	0.3024
26.395	0.2914
26.4	0.2814
26.405	0.2733
26.41	0.268
26.415	0.2631
26.42	0.2523
26.425	0.2415
26.43	0.238
26.435	0.2361
26.44	0.2315
26.445	0.2279
26.45	0.2303
26.455	0.2241
26.46	0.2157
26.465	0.2191
26.47	0.2215
26.475	0.2188
26.48	0.2202
26.485	0.2202
26.49	0.2131
26.495	0.2103
26.5	0.2113
26.505	0.21
26.51	0.2086
26.515	0.2138
26.52	0.2126
26.525	0.2034
26.53	0.2012
26.535	0.2
26.54	0.1945
26.545	0.1861
26.55	0.1848
26.555	0.1835
26.56	0.1754
26.565	0.1691
26.57	0.1664
26.575	0.1658
26.58	0.1636
26.585	0.1644
26.59	0.1678
26.595	0.166
26.6	0.1645
26.605	0.1668
26.61	0.1644
26.615	0.1562
26.62	0.154
26.625	0.1547
26.63	0.1472
26.635	0.1447
26.64	0.1483
26.645	0.1492
26.65	0.1433
26.655	0.1387
26.66	0.1421
26.665	0.1358
26.67	0.1284
26.675	0.1312
26.68	0.1305
26.685	0.1278
26.69	0.1308
26.695	0.1267
26.7	0.1154
26.705	0.1095
26.71	0.1037
26.715	0.0982
26.72	0.0899
26.725	0.0846
26.73	0.0844
26.735	0.0746
26.74	0.0654
26.745	0.0598
26.75	0.0521
26.755	0.0461
26.76	0.0365
26.765	0.0262
26.77	0.0179
26.775	0.0058
26.78	-0.0048
26.785	-0.0112
26.79	-0.0198
26.795	-0.0238
26.8	-0.0235
26.805	-0.0283
26.81	-0.0328
26.815	-0.0359
26.82	-0.038
26.825	-0.0429
26.83	-0.0454
26.835	-0.0386
26.84	-0.0402
26.845	-0.0466
26.85	-0.0511
26.855	-0.0601
26.86	-0.0677
26.865	-0.0717
26.87	-0.0786
26.875	-0.0863
26.88	-0.0877
26.885	-0.0853
26.89	-0.0795
26.895	-0.0742
26.9	-0.0678
26.905	-0.0605
26.91	-0.0607
26.915	-0.0617
26.92	-0.0606
26.925	-0.0621
26.93	-0.0649
26.935	-0.0641
26.94	-0.0637
26.945	-0.0677
26.95	-0.0698
26.955	-0.0694
26.96	-0.0684
26.965	-0.0702
26.97	-0.074
26.975	-0.0742
26.98	-0.0779
26.985	-0.0851
26.99	-0.0895
26.995	-0.0999
27	-0.1147
27.005	-0.1238
27.01	-0.1359
27.015	-0.1571
27.02	-0.1742
27.025	-0.1871
27.03	-0.1995
27.035	-0.2121
27.04	-0.2232
27.045	-0.2313
27.05	-0.2477
27.055	-0.2616
27.06	-0.2657
27.065	-0.2752
27.07	-0.2862
27.075	-0.2885
27.08	-0.3031
27.085	-0.3354
27.09	-0.3646
27.095	-0.3965
27.1	-0.4297
27.105	-0.4569
27.11	-0.4708
27.115	-0.4692
27.12	-0.4531
27.125	-0.4087
27.13	-0.3461
27.135	-0.2752
27.14	-0.2135
27.145	-0.1755
27.15	-0.1654
27.155	-0.1764
27.16	-0.1865
27.165	-0.1985
27.17	-0.207
27.175	-0.2103
27.18	-0.2124
27.185	-0.2099
27.19	-0.2101
27.195	-0.2152
27.2	-0.2167
27.205	-0.2172
27.21	-0.2243
27.215	-0.2286
27.22	-0.2293
27.225	-0.2358
27.23	-0.2405
27.235	-0.2405
27.24	-0.242
27.245	-0.2458
27.25	-0.247
27.255	-0.2441
27.26	-0.2463
27.265	-0.2496
27.27	-0.2509
27.275	-0.2574
27.28	-0.2619
27.285	-0.2655
27.29	-0.2785
27.295	-0.2913
27.3	-0.3014
27.305	-0.3147
27.31	-0.3233
27.315	-0.3282
27.32	-0.3327
27.325	-0.3344
27.33	-0.333
27.335	-0.3288
27.34	-0.3228
27.345	-0.3182
27.35	-0.315
27.355	-0.3095
27.36	-0.3067
27.365	-0.3054
27.37	-0.2996
27.375	-0.2958
27.38	-0.2936
27.385	-0.2862
27.39	-0.2784
27.395	-0.2739
27.4	-0.2724
27.405	-0.27
27.41	-0.2659
27.415	-0.2659
27.42	-0.2675
27.425	-0.2605
27.43	-0.252
27.435	-0.2497
27.44	-0.2356
27.445	-0.2175
27.45	-0.2027
27.455	-0.1888
27.46	-0.172
27.465	-0.1541
27.47	-0.1458
27.475	-0.1334
27.48	-0.1187
27.485	-0.1087
27.49	-0.0993
27.495	-0.0888
27.5	-0.0852
27.505	-0.0864
27.51	-0.0836
27.515	-0.0815
27.52	-0.0872
27.525	-0.0902
27.53	-0.0903
27.535	-0.1027
27.54	-0.1097
27.545	-0.109
27.55	-0.1073
27.555	-0.1039
27.56	-0.0993
27.565	-0.0852
27.57	-0.0775
27.575	-0.0715
27.58	-0.0561
27.585	-0.0481
27.59	-0.0409
27.595	-0.0305
27.6	-0.0208
27.605	-0.0073
27.61	0.007
27.615	0.0237
27.62	0.0403
27.625	0.0519
27.63	0.062
27.635	0.0711
27.64	0.0775
27.645	0.0799
27.65	0.0802
27.655	0.0829
27.66	0.082
27.665	0.0733
27.67	0.068
27.675	0.0612
27.68	0.0464
27.685	0.0364
27.69	0.035
27.695	0.0263
27.7	0.0139
27.705	0.0141
27.71	0.0057
27.715	-0.0079
27.72	-0.0103
27.725	-0.0125
27.73	-0.0157
27.735	-0.0206
27.74	-0.0212
27.745	-0.0249
27.75	-0.0318
27.755	-0.0323
27.76	-0.032
27.765	-0.0334
27.77	-0.0382
27.775	-0.0377
27.78	-0.0356
27.785	-0.038
27.79	-0.0376
27.795	-0.0329
27.8	-0.0281
27.805	-0.0299
27.81	-0.029
27.815	-0.028
27.82	-0.039
27.825	-0.045
27.83	-0.0434
27.835	-0.0491
27.84	-0.0547
27.845	-0.0534
27.85	-0.0488
27.855	-0.0517
27.86	-0.0554
27.865	-0.0504
27.87	-0.051
27.875	-0.0518
27.88	-0.0428
27.885	-0.0421
27.89	-0.048
27.895	-0.0445
27.9	-0.0404
27.905	-0.0405
27.91	-0.0431
27.915	-0.0408
27.92	-0.0393
27.925	-0.043
27.93	-0.0407
27.935	-0.0361
27.94	-0.0331
27.945	-0.0295
27.95	-0.0289
27.955	-0.0357
27.96	-0.0396
27.965	-0.0374
27.97	-0.0382
27.975	-0.0379
27.98	-0.0359
27.985	-0.0346
27.99	-0.0345
27.995	-0.0346
28	-0.0314
28.005	-0.0284
28.01	-0.0247
28.015	-0.0197
28.02	-0.0165
28.025	-0.0111
28.03	-0.0047
28.035	-0.0015
28.04	0.0031
28.045	0.0061
28.05	0.0072
28.055	0.0117
28.06	0.014
28.065	0.0126
28.07	0.0132
28.075	0.0183
28.08	0.0211
28.085	0.0189
28.09	0.023
28.095	0.026
28.1	0.0234
28.105	0.026
28.11	0.0281
28.115	0.0271
28.12	0.0215
28.125	0.0218
28.13	0.0233
28.135	0.014
28.14	0.0125
28.145	0.014
28.15	0.0112
28.155	0.0097
28.16	0.0126
28.165	0.0091
28.17	0.0006
28.175	0.0002
28.18	-0.0009
28.185	-0.0011
28.19	-0.0013
28.195	0.0026
28.2	0.0067
28.205	0.0037
28.21	0.0057
28.215	0.0099
28.22	0.0128
28.225	0.0131
28.23	0.0135
28.235	0.0157
28.24	0.0154
28.245	0.0141
28.25	0.014
28.255	0.0175
28.26	0.0196
28.265	0.0209
28.27	0.0242
28.275	0.0238
28.28	0.022
28.285	0.0257
28.29	0.0275
28.295	0.0227
28.3	0.0255
28.305	0.0286
28.31	0.023
28.315	0.0225
28.32	0.0278
28.325	0.0326
28.33	0.0308
28.335	0.0314
28.34	0.0355
28.345	0.0274
28.35	0.0218
28.355	0.0257
28.36	0.0296
28.365	0.0353
28.37	0.0434
28.375	0.0481
28.38	0.0487
28.385	0.0506
28.39	0.0524
28.395	0.0526
28.4	0.0522
28.405	0.054
28.41	0.0523
28.415	0.0425
28.42	0.0372
28.425	0.0332
28.43	0.0285
28.435	0.0271
28.44	0.0203
28.445	0.017
28.45	0.0196
28.455	0.0192
28.46	0.023
28.465	0.0253
28.47	0.022
28.475	0.0211
28.48	0.019
28.485	0.0117
28.49	0.009
28.495	0.0132
28.5	0.0139
28.505	0.009
28.51	0.0119
28.515	0.0184
28.52	0.0139
28.525	0.0106
28.53	0.0117
28.535	0.0096
28.54	0.0047
28.545	-0.001
28.55	-0.0033
28.555	-0.0109
28.56	-0.0186
28.565	-0.0173
28.57	-0.0209
28.575	-0.0253
28.58	-0.0187
28.585	-0.0205
28.59	-0.0298
28.595	-0.0298
28.6	-0.0283
28.605	-0.0293
28.61	-0.033
28.615	-0.0314
28.62	-0.0311
28.625	-0.041
28.63	-0.0465
28.635	-0.0479
28.64	-0.0527
28.645	-0.0592
28.65	-0.0601
28.655	-0.0599
28.66	-0.0637
28.665	-0.0654
28.67	-0.067
28.675	-0.0707
28.68	-0.0762
28.685	-0.0795
28.69	-0.0806
28.695	-0.0857
28.7	-0.0922
28.705	-0.0962
28.71	-0.1008
28.715	-0.1077
28.72	-0.111
28.725	-0.1097
28.73	-0.1162
28.735	-0.1236
28.74	-0.1245
28.745	-0.1298
28.75	-0.1374
28.755	-0.1412
28.76	-0.1456
28.765	-0.1583
28.77	-0.1671
28.775	-0.1687
28.78	-0.1774
28.785	-0.1855
28.79	-0.1855
28.795	-0.1905
28.8	-0.2013
28.805	-0.2085
28.81	-0.2158
28.815	-0.2229
28.82	-0.2321
28.825	-0.2392
28.83	-0.2459
28.835	-0.2586
28.84	-0.2658
28.845	-0.2679
28.85	-0.2713
28.855	-0.2778
28.86	-0.2819
28.865	-0.2859
28.87	-0.2945
28.875	-0.2989
28.88	-0.2996
28.885	-0.3014
28.89	-0.3064
28.895	-0.3094
28.9	-0.3119
28.905	-0.3192
28.91	-0.3201
28.915	-0.3172
28.92	-0.3166
28.925	-0.3161
28.93	-0.3152
28.935	-0.3092
28.94	-0.3058
28.945	-0.3066
28.95	-0.3015
28.955	-0.2964
28.96	-0.2952
28.965	-0.2891
28.97	-0.2849
28.975	-0.2901
28.98	-0.2916
28.985	-0.2888
28.99	-0.2843
28.995	-0.2829
29	-0.2774
29.005	-0.2652
29.01	-0.2637
29.015	-0.2598
29.02	-0.2479
29.025	-0.2383
29.03	-0.23
29.035	-0.2195
29.04	-0.2099
29.045	-0.204
29.05	-0.1974
29.055	-0.1877
29.06	-0.1759
29.065	-0.1654
29.07	-0.1535
29.075	-0.1422
29.08	-0.1363
29.085	-0.1315
29.09	-0.1219
29.095	-0.1097
29.1	-0.106
29.105	-0.1014
29.11	-0.0903
29.115	-0.0908
29.12	-0.0908
29.125	-0.0833
29.13	-0.0792
29.135	-0.0761
29.14	-0.0721
29.145	-0.0607
29.15	-0.0549
29.155	-0.0593
29.16	-0.0538
29.165	-0.0442
29.17	-0.0416
29.175	-0.037
29.18	-0.0291
29.185	-0.0297
29.19	-0.0288
29.195	-0.0178
29.2	-0.0113
29.205	-0.0102
29.21	-0.0042
29.215	0.0041
29.22	0.0032
29.225	0.0031
29.23	0.0093
29.235	0.0129
29.24	0.0163
29.245	0.0193
29.25	0.0195
29.255	0.0215
29.26	0.0239
29.265	0.023
29.27	0.0252
29.275	0.0276
29.28	0.0273
29.285	0.0272
29.29	0.0223
29.295	0.0171
29.3	0.017
29.305	0.0157
29.31	0.0138
29.315	0.0178
29.32	0.0239
29.325	0.0232
29.33	0.0193
29.335	0.02
29.34	0.0229
29.345	0.0198
29.35	0.0185
29.355	0.0203
29.36	0.0151
29.365	0.0116
29.37	0.018
29.375	0.0226
29.38	0.0218
29.385	0.0282
29.39	0.0342
29.395	0.0328
29.4	0.0334
29.405	0.0368
29.41	0.0386
29.415	0.0376
29.42	0.0442
29.425	0.0506
29.43	0.0512
29.435	0.0582
29.44	0.0648
29.445	0.068
29.45	0.0708
29.455	0.0734
29.46	0.0771
29.465	0.0781
29.47	0.0785
29.475	0.0829
29.48	0.0862
29.485	0.0879
29.49	0.0944
29.495	0.0997
29.5	0.0981
29.505	0.1
29.51	0.1053
29.515	0.1068
29.52	0.1058
29.525	0.1073
29.53	0.115
29.535	0.1131
29.54	0.1089
29.545	0.117
29.55	0.1194
29.555	0.1177
29.56	0.1192
29.565	0.1208
29.57	0.117
29.575	0.1131
29.58	0.1166
29.585	0.1183
29.59	0.1189
29.595	0.1266
29.6	0.1337
29.605	0.136
29.61	0.1447
29.615	0.159
29.62	0.1735
29.625	0.1924
29.63	0.2154
29.635	0.2322
29.64	0.2454
29.645	0.2646
29.65	0.2827
29.655	0.296
29.66	0.3088
29.665	0.3281
29.67	0.3536
29.675	0.3768
29.68	0.4073
29.685	0.4441
29.69	0.4823
29.695	0.5222
29.7	0.5551
29.705	0.581
29.71	0.5871
29.715	0.5641
29.72	0.5299
29.725	0.4924
29.73	0.4545
29.735	0.4408
29.74	0.4484
29.745	0.4582
29.75	0.4783
29.755	0.5003
29.76	0.5226
29.765	0.5433
29.77	0.5607
29.775	0.5895
29.78	0.6196
29.785	0.6472
29.79	0.6698
29.795	0.6856
29.8	0.6951
29.805	0.696
29.81	0.6978
29.815	0.6984
29.82	0.6954
29.825	0.6947
29.83	0.6975
29.835	0.6945
29.84	0.6906
29.845	0.6967
29.85	0.699
29.855	0.6968
29.86	0.7007
29.865	0.7069
29.87	0.7128
29.875	0.7174
29.88	0.727
29.885	0.7333
29.89	0.7322
29.895	0.7358
29.9	0.7388
29.905	0.74
29.91	0.7423
29.915	0.7417
29.92	0.7329
29.925	0.7239
29.93	0.714
29.935	0.6984
29.94	0.6866
29.945	0.6738
29.95	0.6616
29.955	0.6518
29.96	0.6429
29.965	0.6422
29.97	0.637
29.975	0.6222
29.98	0.6012
29.985	0.5673
29.99	0.5303
29.995	0.49
30	0.4536
30.005	0.4324
30.01	0.4202
30.015	0.4163
30.02	0.42
30.025	0.4236
30.03	0.4201
30.035	0.4231
30.04	0.4296
30.045	0.4261
30.05	0.4206
30.055	0.4194
30.06	0.41
30.065	0.3947
30.07	0.3875
30.075	0.3846
30.08	0.3819
30.085	0.3781
30.09	0.3814
30.095	0.3847
30.1	0.3849
30.105	0.3897
30.11	0.3907
30.115	0.389
30.12	0.387
30.125	0.3867
30.13	0.3841
30.135	0.3762
30.14	0.3717
30.145	0.3691
30.15	0.3624
30.155	0.3586
30.16	0.3561
30.165	0.3493
30.17	0.3423
30.175	0.337
30.18	0.3337
30.185	0.3278
30.19	0.3206
30.195	0.3148
30.2	0.3065
30.205	0.2983
30.21	0.2942
30.215	0.2904
30.22	0.2839
30.225	0.2765
30.23	0.2751
30.235	0.2679
30.24	0.2546
30.245	0.2492
30.25	0.2402
30.255	0.2256
30.26	0.2191
30.265	0.2139
30.27	0.1968
30.275	0.1831
30.28	0.1745
30.285	0.1647
30.29	0.1544
30.295	0.1414
30.3	0.1346
30.305	0.1225
30.31	0.1076
30.315	0.1024
30.32	0.0971
30.325	0.0913
30.33	0.0849
30.335	0.0778
30.34	0.0744
30.345	0.0699
30.35	0.0606
30.355	0.0529
30.36	0.0458
30.365	0.0371
30.37	0.0347
30.375	0.0357
30.38	0.0306
30.385	0.0278
30.39	0.0314
30.395	0.0322
30.4	0.028
30.405	0.0263
30.41	0.0282
30.415	0.0217
30.42	0.0145
30.425	0.0168
30.43	0.0175
30.435	0.0157
30.44	0.022
30.445	0.0245
30.45	0.0165
30.455	0.0167
30.46	0.0187
30.465	0.0154
30.47	0.0143
30.475	0.0155
30.48	0.0115
30.485	0.0048
30.49	0.0016
30.495	0.001
30.5	0.0001
30.505	-0.0064
30.51	-0.0065
30.515	-0.0043
30.52	-0.0101
30.525	-0.0118
30.53	-0.0129
30.535	-0.0187
30.54	-0.0236
30.545	-0.0267
30.55	-0.0313
30.555	-0.0371
30.56	-0.0407
30.565	-0.0423
30.57	-0.0429
30.575	-0.0444
30.58	-0.0466
30.585	-0.0475
30.59	-0.052
30.595	-0.0589
30.6	-0.0602
30.605	-0.0621
30.61	-0.0685
30.615	-0.0682
30.62	-0.0671
30.625	-0.0723
30.63	-0.073
30.635	-0.0708
30.64	-0.0705
30.645	-0.0717
30.65	-0.0672
30.655	-0.0627
30.66	-0.0658
30.665	-0.0611
30.67	-0.0527
30.675	-0.0512
30.68	-0.0489
30.685	-0.0417
30.69	-0.0428
30.695	-0.0459
30.7	-0.0418
30.705	-0.0428
30.71	-0.0449
30.715	-0.0475
30.72	-0.0508
30.725	-0.0547
30.73	-0.0607
30.735	-0.0631
30.74	-0.0642
30.745	-0.0688
30.75	-0.0816
30.755	-0.0961
30.76	-0.1042
30.765	-0.1149
30.77	-0.132
30.775	-0.1421
30.78	-0.1508
30.785	-0.1737
30.79	-0.1975
30.795	-0.2218
30.8	-0.2727
30.805	-0.3333
30.81	-0.3962
30.815	-0.5002
30.82	-0.6164
30.825	-0.6918
30.83	-0.7412
30.835	-0.7554
30.84	-0.7076
30.845	-0.6154
30.85	-0.4866
30.855	-0.3754
30.86	-0.3121
30.865	-0.2934
30.87	-0.3567
30.875	-0.4583
30.88	-0.5521
30.885	-0.6233
30.89	-0.6572
30.895	-0.6605
30.9	-0.6378
30.905	-0.5954
30.91	-0.551
30.915	-0.5226
30.92	-0.5113
30.925	-0.5207
30.93	-0.5474
30.935	-0.591
30.94	-0.6386
30.945	-0.6707
30.95	-0.6932
30.955	-0.715
30.96	-0.7308
30.965	-0.7423
30.97	-0.756
30.975	-0.7677
30.98	-0.7741
30.985	-0.7805
30.99	-0.7971
30.995	-0.82
31	-0.8474
31.005	-0.8906
31.01	-0.9382
31.015	-0.9729
31.02	-1.0019
31.025	-1.0332
31.03	-1.0578
31.035	-1.0731
31.04	-1.088
31.045	-1.1068
31.05	-1.1239
31.055	-1.1403
31.06	-1.1611
31.065	-1.1804
31.07	-1.1943
31.075	-1.203
31.08	-1.2123
31.085	-1.2122
31.09	-1.2021
31.095	-1.1938
31.1	-1.1778
31.105	-1.1569
31.11	-1.1388
31.115	-1.1173
31.12	-1.0869
31.125	-1.0474
31.13	-1.0068
31.135	-0.9624
31.14	-0.9018
31.145	-0.8511
31.15	-0.8129
31.155	-0.7583
31.16	-0.709
31.165	-0.6773
31.17	-0.6449
31.175	-0.6084
31.18	-0.5871
31.185	-0.5709
31.19	-0.5474
31.195	-0.5336
31.2	-0.5235
31.205	-0.5087
31.21	-0.4978
31.215	-0.4927
31.22	-0.4821
31.225	-0.4612
31.23	-0.4421
31.235	-0.4284
31.24	-0.4009
31.245	-0.3694
31.25	-0.352
31.255	-0.3302
31.26	-0.3064
31.265	-0.2929
31.27	-0.278
31.275	-0.264
31.28	-0.2559
31.285	-0.2426
31.29	-0.2296
31.295	-0.2196
31.3	-0.2039
31.305	-0.1869
31.31	-0.1731
31.315	-0.1553
31.32	-0.1363
31.325	-0.1217
31.33	-0.1038
31.335	-0.089
31.34	-0.0791
31.345	-0.0683
31.35	-0.0562
31.355	-0.0493
31.36	-0.0474
31.365	-0.0404
31.37	-0.0341
31.375	-0.0327
31.38	-0.0281
31.385	-0.0194
31.39	-0.0159
31.395	-0.0166
31.4	-0.0136
31.405	-0.0087
31.41	-0.0079
31.415	-0.0061
31.42	-0.0009
31.425	-0.0014
31.43	-0.0019
31.435	0.0027
31.44	0.0089
31.445	0.0111
31.45	0.0152
31.455	0.0229
31.46	0.0201
31.465	0.0171
31.47	0.0212
31.475	0.0226
31.48	0.0236
31.485	0.0296
31.49	0.0291
31.495	0.0234
31.5	0.0288
31.505	0.0351
31.51	0.0359
31.515	0.0379
31.52	0.0448
31.525	0.0484
31.53	0.0473
31.535	0.0519
31.54	0.0558
31.545	0.0534
31.55	0.053
31.555	0.0607
31.56	0.0613
31.565	0.0559
31.57	0.0599
31.575	0.0674
31.58	0.07
31.585	0.07
31.59	0.0727
31.595	0.0761
31.6	0.0762
31.605	0.0755
31.61	0.0782
31.615	0.0798
31.62	0.0793
31.625	0.0824
31.63	0.0846
31.635	0.0839
31.64	0.0861
31.645	0.0888
31.65	0.0879
31.655	0.0895
31.66	0.0957
31.665	0.0937
31.67	0.0894
31.675	0.093
31.68	0.0935
31.685	0.0901
31.69	0.087
31.695	0.0896
31.7	0.0895
31.705	0.0828
31.71	0.0832
31.715	0.0863
31.72	0.0834
31.725	0.0811
31.73	0.0791
