t (s)	ag  (m/s^2)
94.675	0.0141
94.68	0.0195
94.685	0.0191
94.69	0.0145
94.695	0.0138
94.7	0.0119
94.705	0.0093
94.71	0.0089
94.715	0.0122
94.72	0.0113
94.725	0.0079
94.73	0.0115
94.735	0.012
94.74	0.0076
94.745	0.0098
94.75	0.0093
94.755	0.0027
94.76	0.0016
94.765	0.0041
94.77	0.0051
94.775	0.0066
94.78	0.0097
94.785	0.0094
94.79	0.0063
94.795	0.0033
94.8	0
94.805	0.0032
94.81	0.0054
94.815	0.0037
94.82	0.0063
94.825	0.0093
94.83	0.0092
94.835	0.0079
94.84	0.0094
94.845	0.0052
94.85	-0.0016
94.855	0.0005
94.86	0.0038
94.865	0.0037
94.87	0.0088
94.875	0.0117
94.88	0.0063
94.885	0.0057
94.89	0.0069
94.895	0.007
94.9	0.0093
94.905	0.0082
94.91	0.0056
94.915	0.0056
94.92	0.0071
94.925	0.006
94.93	0.0069
94.935	0.0082
94.94	0.007
94.945	0.0058
94.95	0.0062
94.955	0.0089
94.96	0.0081
94.965	0.0084
94.97	0.0086
94.975	0.0063
94.98	0.0064
94.985	0.0084
94.99	0.0076
94.995	0.0086
95	0.0091
95.005	0.0052
95.01	0.0054
95.015	0.0079
95.02	0.0078
95.025	0.0075
95.03	0.0116
95.035	0.0115
95.04	0.008
95.045	0.0094
95.05	0.0093
95.055	0.0087
95.06	0.0114
95.065	0.0135
95.07	0.0121
95.075	0.0088
95.08	0.0089
95.085	0.0101
95.09	0.0108
95.095	0.0112
95.1	0.009
95.105	0.0096
95.11	0.0133
95.115	0.0153
95.12	0.0176
95.125	0.0202
95.13	0.0159
95.135	0.0113
95.14	0.0106
95.145	0.0093
95.15	0.0098
95.155	0.0123
95.16	0.0114
95.165	0.009
95.17	0.0153
95.175	0.0204
95.18	0.0194
95.185	0.0202
95.19	0.0188
95.195	0.0129
95.2	0.0101
95.205	0.0139
95.21	0.017
95.215	0.0155
95.22	0.0166
95.225	0.0169
95.23	0.0134
95.235	0.0142
95.24	0.0173
95.245	0.0177
95.25	0.0182
95.255	0.0198
95.26	0.0181
95.265	0.0156
95.27	0.0163
95.275	0.0132
95.28	0.0111
95.285	0.014
95.29	0.0116
95.295	0.0109
95.3	0.0148
95.305	0.0154
95.31	0.0163
95.315	0.0192
95.32	0.015
95.325	0.0101
95.33	0.0113
95.335	0.0126
95.34	0.0129
95.345	0.0128
95.35	0.0154
95.355	0.0155
95.36	0.0115
95.365	0.0109
95.37	0.0122
95.375	0.0118
95.38	0.0115
95.385	0.0148
95.39	0.015
95.395	0.013
95.4	0.0134
95.405	0.0099
95.41	0.0092
95.415	0.0112
95.42	0.0095
95.425	0.0088
95.43	0.0106
95.435	0.0126
95.44	0.0162
95.445	0.0177
95.45	0.0114
95.455	0.0078
95.46	0.0082
95.465	0.0047
95.47	0.0039
95.475	0.0095
95.48	0.0086
95.485	-0.0003
95.49	0.0035
95.495	0.0098
95.5	0.0061
95.505	0.0082
95.51	0.0058
95.515	0
95.52	0.0026
95.525	0.0032
95.53	0.0009
95.535	0.0017
95.54	0.006
95.545	0.0056
95.55	0.0024
95.555	0.0059
95.56	0.0081
95.565	0.0065
95.57	0.0068
95.575	0.0026
95.58	-0.0017
95.585	-0.0001
95.59	0.0002
95.595	0.0002
95.6	0.0041
95.605	0.006
95.61	0.0012
95.615	-0.0006
95.62	0.0024
95.625	-0.0001
95.63	-0.0009
95.635	0.0047
95.64	0.0015
95.645	-0.0038
95.65	-0.0016
95.655	-0.0006
95.66	-0.0042
95.665	-0.0046
95.67	-0.0028
95.675	-0.0063
95.68	-0.0066
95.685	-0.0055
95.69	-0.0085
95.695	-0.0073
95.7	-0.0038
95.705	-0.0037
95.71	-0.0037
95.715	-0.0032
95.72	-0.0041
95.725	-0.0041
95.73	-0.0047
95.735	-0.0054
95.74	-0.0059
95.745	-0.0076
95.75	-0.0091
95.755	-0.0104
95.76	-0.0085
95.765	-0.0082
95.77	-0.0122
95.775	-0.0115
95.78	-0.0083
95.785	-0.0104
95.79	-0.0107
95.795	-0.0067
95.8	-0.0112
95.805	-0.016
95.81	-0.0123
95.815	-0.0119
95.82	-0.0166
95.825	-0.0135
95.83	-0.0095
95.835	-0.0173
95.84	-0.0155
95.845	-0.0073
95.85	-0.0081
95.855	-0.0085
95.86	-0.0084
95.865	-0.0108
95.87	-0.0136
95.875	-0.013
95.88	-0.0125
95.885	-0.0182
95.89	-0.0188
95.895	-0.0161
95.9	-0.0199
95.905	-0.0199
95.91	-0.0167
95.915	-0.0186
95.92	-0.0196
95.925	-0.02
95.93	-0.0217
95.935	-0.0192
95.94	-0.0187
95.945	-0.0211
95.95	-0.0199
95.955	-0.0172
95.96	-0.0205
95.965	-0.0223
95.97	-0.0169
95.975	-0.0179
95.98	-0.021
95.985	-0.0163
95.99	-0.0162
95.995	-0.0246
96	-0.0259
96.005	-0.0237
96.01	-0.0263
96.015	-0.0251
96.02	-0.0219
96.025	-0.0214
96.03	-0.0209
96.035	-0.0199
96.04	-0.0199
96.045	-0.0203
96.05	-0.02
96.055	-0.0211
96.06	-0.0217
96.065	-0.0195
96.07	-0.0204
96.075	-0.0234
96.08	-0.0197
96.085	-0.0186
96.09	-0.0239
96.095	-0.0212
96.1	-0.02
96.105	-0.0207
96.11	-0.0154
96.115	-0.0147
96.12	-0.0184
96.125	-0.0174
96.13	-0.0143
96.135	-0.0151
96.14	-0.0174
96.145	-0.0132
96.15	-0.0095
96.155	-0.0157
96.16	-0.0142
96.165	-0.0066
96.17	-0.0092
96.175	-0.0093
96.18	-0.0054
96.185	-0.008
96.19	-0.011
96.195	-0.0084
96.2	-0.0079
96.205	-0.0109
96.21	-0.0117
96.215	-0.0116
96.22	-0.0144
96.225	-0.0175
96.23	-0.0142
96.235	-0.01
96.24	-0.0037
96.245	-0.0012
96.25	-0.0051
96.255	-0.0049
96.26	-0.0062
96.265	-0.0092
96.27	-0.0106
96.275	-0.0102
96.28	-0.0107
96.285	-0.0116
96.29	-0.0063
96.295	-0.0032
96.3	-0.0066
96.305	-0.0042
96.31	-0.001
96.315	-0.0085
96.32	-0.0135
96.325	-0.0109
96.33	-0.0124
96.335	-0.0141
96.34	-0.0119
96.345	-0.0138
96.35	-0.0153
96.355	-0.0136
96.36	-0.0142
96.365	-0.0114
96.37	-0.004
96.375	-0.0013
96.38	-0.003
96.385	-0.003
96.39	-0.0061
96.395	-0.0111
96.4	-0.0088
96.405	-0.0092
96.41	-0.0132
96.415	-0.0094
96.42	-0.0062
96.425	-0.0059
96.43	0.0008
96.435	0.0047
96.44	-0.0028
96.445	-0.0033
96.45	0.0029
96.455	0.0003
96.46	-0.0036
96.465	-0.0043
96.47	-0.0085
96.475	-0.0116
96.48	-0.0107
96.485	-0.0113
96.49	-0.0108
96.495	-0.0081
96.5	-0.005
96.505	-0.0039
96.51	-0.0036
96.515	-0.0031
96.52	-0.0074
96.525	-0.009
96.53	-0.0054
96.535	-0.0065
96.54	-0.0101
96.545	-0.0105
96.55	-0.0104
96.555	-0.0083
96.56	-0.0029
96.565	-0.0035
96.57	-0.0067
96.575	-0.0057
96.58	-0.0037
96.585	-0.0054
96.59	-0.0061
96.595	-0.0039
96.6	-0.0103
96.605	-0.0125
96.61	-0.01
96.615	-0.0122
96.62	-0.0091
96.625	-0.0075
96.63	-0.0111
96.635	-0.0123
96.64	-0.0105
96.645	-0.0092
96.65	-0.0105
96.655	-0.012
96.66	-0.0113
96.665	-0.0101
96.67	-0.0091
96.675	-0.01
96.68	-0.0113
96.685	-0.0109
96.69	-0.0132
96.695	-0.0146
96.7	-0.0141
96.705	-0.0144
96.71	-0.0146
96.715	-0.0121
96.72	-0.0078
96.725	-0.0112
96.73	-0.0165
96.735	-0.0146
96.74	-0.0127
96.745	-0.0133
96.75	-0.0108
96.755	-0.0128
96.76	-0.0184
96.765	-0.0154
96.77	-0.0114
96.775	-0.0104
96.78	-0.0109
96.785	-0.0089
96.79	-0.0075
96.795	-0.012
96.8	-0.0112
96.805	-0.0091
96.81	-0.0089
96.815	-0.0068
96.82	-0.0082
96.825	-0.0131
96.83	-0.0137
96.835	-0.0128
96.84	-0.0151
96.845	-0.014
96.85	-0.0133
96.855	-0.0141
96.86	-0.0129
96.865	-0.0086
96.87	-0.0075
96.875	-0.0104
96.88	-0.0091
96.885	-0.0131
96.89	-0.0139
96.895	-0.0096
96.9	-0.0102
96.905	-0.0084
96.91	-0.0036
96.915	-0.0052
96.92	-0.0116
96.925	-0.0102
96.93	-0.0028
96.935	-0.005
96.94	-0.0092
96.945	-0.006
96.95	-0.0067
96.955	-0.009
96.96	-0.005
